Notes,State,State Code,Five-Year Age Groups,Five-Year Age Groups Code,Ethnicity,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,Alabama,1,95-99 years,95-99,Black,Female,F,2002,2002,17,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2003,2003,20,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2004,2004,22,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2005,2005,15,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2006,2006,14,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2007,2007,17,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2008,2008,20,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2009,2009,22,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2010,2010,19,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2011,2011,21,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2012,2012,13,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2013,2013,14,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2014,2014,31,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2015,2015,30,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2016,2016,42,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2017,2017,45,Not Applicable,Not Applicable
,Alabama,1,95-99 years,95-99,Black,Female,F,2018,2018,49,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,1999,1999,Suppressed,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,2000,2000,Suppressed,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,2001,2001,Suppressed,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,2002,2002,Suppressed,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,2003,2003,Suppressed,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,2004,2004,Suppressed,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,2005,2005,11,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,2006,2006,Suppressed,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,2007,2007,Suppressed,Not Applicable,Not Applicable
,Alabama,1,100+ years,100+,Black,Female,F,2008,2008,Suppressed,Not Applicable,Not Applicable
