Notes,State,Five-Year Age Groups Code,Gender ,Ethnicity,Year,Deaths,Population,Crude Rate
,New York,35-39,Male,White,1999,Suppressed,491327,Suppressed
,New York,35-39,Male,White,2000,Suppressed,479817,Suppressed
,New York,35-39,Male,White,2001,Suppressed,463572,Suppressed
,New York,35-39,Male,White,2002,Suppressed,449403,Suppressed
,New York,35-39,Male,White,2003,Suppressed,434253,Suppressed
,New York,35-39,Male,White,2004,Suppressed,418910,Suppressed
,New York,35-39,Male,White,2005,Suppressed,408488,Suppressed
,New York,35-39,Male,White,2006,Suppressed,398597,Suppressed
,New York,35-39,Male,White,2007,Suppressed,385491,Suppressed
,New York,35-39,Male,White,2008,Suppressed,370244,Suppressed
,New York,35-39,Male,White,2009,Suppressed,353075,Suppressed
,New York,35-39,Male,White,2010,Suppressed,338980,Suppressed
,New York,35-39,Male,White,2011,Suppressed,321745,Suppressed
,New York,35-39,Male,White,2012,Suppressed,317501,Suppressed
,New York,35-39,Male,White,2013,Suppressed,318624,Suppressed
,New York,35-39,Male,White,2014,Suppressed,320259,Suppressed
,New York,35-39,Male,White,2015,Suppressed,323409,Suppressed
,New York,35-39,Male,White,2016,Suppressed,326736,Suppressed
,New York,35-39,Male,White,2017,Suppressed,328992,Suppressed
,New York,35-39,Male,White,2018,Suppressed,328632,Suppressed
,New York,40-44,Male,White,1999,Suppressed,481988,Suppressed
,New York,40-44,Male,White,2000,Suppressed,484767,Suppressed
,New York,40-44,Male,White,2001,Suppressed,486451,Suppressed
,New York,40-44,Male,White,2002,Suppressed,483391,Suppressed
,New York,40-44,Male,White,2003,Suppressed,477587,Suppressed
,New York,40-44,Male,White,2004,Suppressed,471822,Suppressed
,New York,40-44,Male,White,2005,Suppressed,459433,Suppressed
,New York,40-44,Male,White,2006,Suppressed,443930,Suppressed
,New York,40-44,Male,White,2007,Suppressed,428506,Suppressed
,New York,40-44,Male,White,2008,Suppressed,412694,Suppressed
,New York,40-44,Male,White,2009,Suppressed,398023,Suppressed
,New York,40-44,Male,White,2010,Suppressed,390367,Suppressed
,New York,40-44,Male,White,2011,Suppressed,383056,Suppressed
,New York,40-44,Male,White,2012,Suppressed,372322,Suppressed
,New York,40-44,Male,White,2013,Suppressed,358218,Suppressed
,New York,40-44,Male,White,2014,Suppressed,341552,Suppressed
,New York,40-44,Male,White,2015,Suppressed,326062,Suppressed
,New York,40-44,Male,White,2016,Suppressed,309489,Suppressed
,New York,40-44,Male,White,2017,Suppressed,302621,Suppressed
,New York,40-44,Male,White,2018,Suppressed,298622,Suppressed
,New York,45-49,Male,White,1999,Suppressed,440346,Suppressed
,New York,45-49,Male,White,2000,Suppressed,444994,Suppressed
,New York,45-49,Male,White,2001,Suppressed,450241,Suppressed
,New York,45-49,Male,White,2002,Suppressed,455150,Suppressed
,New York,45-49,Male,White,2003,Suppressed,459913,Suppressed
,New York,45-49,Male,White,2004,Suppressed,462827,Suppressed
,New York,45-49,Male,White,2005,Suppressed,464845,Suppressed
,New York,45-49,Male,White,2006,Suppressed,465307,Suppressed
,New York,45-49,Male,White,2007,Suppressed,461314,Suppressed
,New York,45-49,Male,White,2008,Suppressed,455177,Suppressed
,New York,45-49,Male,White,2009,Suppressed,449513,Suppressed
,New York,45-49,Male,White,2010,Suppressed,441632,Suppressed
,New York,45-49,Male,White,2011,Suppressed,425501,Suppressed
,New York,45-49,Male,White,2012,Suppressed,413177,Suppressed
,New York,45-49,Male,White,2013,Suppressed,399826,Suppressed
,New York,45-49,Male,White,2014,Suppressed,386748,Suppressed
,New York,45-49,Male,White,2015,Suppressed,378229,Suppressed
,New York,45-49,Male,White,2016,Suppressed,368115,Suppressed
,New York,45-49,Male,White,2017,Suppressed,355112,Suppressed
,New York,45-49,Male,White,2018,Suppressed,338480,Suppressed
,New York,50-54,Male,White,1999,Suppressed,397124,Suppressed
,New York,50-54,Male,White,2000,Suppressed,408710,Suppressed
,New York,50-54,Male,White,2001,Suppressed,426965,Suppressed
,New York,50-54,Male,White,2002,Suppressed,418449,Suppressed
,New York,50-54,Male,White,2003,Suppressed,419273,Suppressed
,New York,50-54,Male,White,2004,Suppressed,422780,Suppressed
,New York,50-54,Male,White,2005,Suppressed,427915,Suppressed
,New York,50-54,Male,White,2006,Suppressed,431862,Suppressed
,New York,50-54,Male,White,2007,Suppressed,437030,Suppressed
,New York,50-54,Male,White,2008,Suppressed,442873,Suppressed
,New York,50-54,Male,White,2009,Suppressed,447156,Suppressed
,New York,50-54,Male,White,2010,Suppressed,450500,Suppressed
,New York,50-54,Male,White,2011,Suppressed,450878,Suppressed
,New York,50-54,Male,White,2012,Suppressed,446938,Suppressed
,New York,50-54,Male,White,2013,Suppressed,442064,Suppressed
,New York,50-54,Male,White,2014,Suppressed,435581,Suppressed
,New York,50-54,Male,White,2015,Suppressed,425370,Suppressed
,New York,50-54,Male,White,2016,Suppressed,410213,Suppressed
,New York,50-54,Male,White,2017,Suppressed,396362,Suppressed
,New York,50-54,Male,White,2018,Suppressed,379369,Suppressed
,New York,55-59,Male,White,1999,Suppressed,306070,Suppressed
,New York,55-59,Male,White,2000,Suppressed,311578,Suppressed
,New York,55-59,Male,White,2001,Suppressed,320210,Suppressed
,New York,55-59,Male,White,2002,Suppressed,347168,Suppressed
,New York,55-59,Male,White,2003,Suppressed,357140,Suppressed
,New York,55-59,Male,White,2004,Suppressed,371224,Suppressed
,New York,55-59,Male,White,2005,Suppressed,386059,Suppressed
,New York,55-59,Male,White,2006,Suppressed,400568,Suppressed
,New York,55-59,Male,White,2007,Suppressed,392110,Suppressed
,New York,55-59,Male,White,2008,Suppressed,395025,Suppressed
,New York,55-59,Male,White,2009,Suppressed,400197,Suppressed
,New York,55-59,Male,White,2010,Suppressed,405616,Suppressed
,New York,55-59,Male,White,2011,Suppressed,412592,Suppressed
,New York,55-59,Male,White,2012,Suppressed,418546,Suppressed
,New York,55-59,Male,White,2013,Suppressed,424578,Suppressed
,New York,55-59,Male,White,2014,Suppressed,427081,Suppressed
,New York,55-59,Male,White,2015,Suppressed,428430,Suppressed
,New York,55-59,Male,White,2016,Suppressed,427512,Suppressed
,New York,55-59,Male,White,2017,Suppressed,423076,Suppressed
,New York,55-59,Male,White,2018,Suppressed,414582,Suppressed
,New York,60-64,Male,White,1999,Suppressed,249811,Suppressed
,New York,60-64,Male,White,2000,Suppressed,248905,Suppressed
,New York,60-64,Male,White,2001,Suppressed,252229,Suppressed
,New York,60-64,Male,White,2002,Suppressed,258667,Suppressed
,New York,60-64,Male,White,2003,Suppressed,272312,Suppressed
,New York,60-64,Male,White,2004,Suppressed,279616,Suppressed
,New York,60-64,Male,White,2005,Suppressed,285137,Suppressed
,New York,60-64,Male,White,2006,Suppressed,291061,Suppressed
,New York,60-64,Male,White,2007,Suppressed,316838,Suppressed
,New York,60-64,Male,White,2008,Suppressed,326352,Suppressed
,New York,60-64,Male,White,2009,Suppressed,341944,Suppressed
,New York,60-64,Male,White,2010,Suppressed,354310,Suppressed
,New York,60-64,Male,White,2011,Suppressed,371084,Suppressed
,New York,60-64,Male,White,2012,Suppressed,365389,Suppressed
,New York,60-64,Male,White,2013,10,367655,Unreliable
,New York,60-64,Male,White,2014,Suppressed,371286,Suppressed
,New York,60-64,Male,White,2015,Suppressed,377131,Suppressed
,New York,60-64,Male,White,2016,Suppressed,380594,Suppressed
,New York,60-64,Male,White,2017,Suppressed,386693,Suppressed
,New York,60-64,Male,White,2018,Suppressed,389039,Suppressed
,New York,65-69,Male,White,1999,14,226826,Unreliable
,New York,65-69,Male,White,2000,13,223443,Unreliable
,New York,65-69,Male,White,2001,12,218913,Unreliable
,New York,65-69,Male,White,2002,13,217052,Unreliable
,New York,65-69,Male,White,2003,11,217545,Unreliable
,New York,65-69,Male,White,2004,12,218956,Unreliable
,New York,65-69,Male,White,2005,14,218466,Unreliable
,New York,65-69,Male,White,2006,12,218846,Unreliable
,New York,65-69,Male,White,2007,14,225512,Unreliable
,New York,65-69,Male,White,2008,18,238288,Unreliable
,New York,65-69,Male,White,2009,Suppressed,245545,Suppressed
,New York,65-69,Male,White,2010,10,251004,Unreliable
,New York,65-69,Male,White,2011,Suppressed,258065,Suppressed
,New York,65-69,Male,White,2012,13,282589,Unreliable
,New York,65-69,Male,White,2013,16,293470,Unreliable
,New York,65-69,Male,White,2014,15,304949,Unreliable
,New York,65-69,Male,White,2015,Suppressed,316302,Suppressed
,New York,65-69,Male,White,2016,15,328271,Unreliable
,New York,65-69,Male,White,2017,12,325903,Unreliable
,New York,65-69,Male,White,2018,21,325707,6.45
,New York,70-74,Male,White,1999,25,214208,11.67
,New York,70-74,Male,White,2000,19,212899,Unreliable
,New York,70-74,Male,White,2001,28,209977,13.33
,New York,70-74,Male,White,2002,27,205226,13.16
,New York,70-74,Male,White,2003,27,199224,13.55
,New York,70-74,Male,White,2004,23,193736,11.87
,New York,70-74,Male,White,2005,30,188827,15.89
,New York,70-74,Male,White,2006,28,184145,15.21
,New York,70-74,Male,White,2007,23,182341,12.61
,New York,70-74,Male,White,2008,23,183081,12.56
,New York,70-74,Male,White,2009,26,184912,14.06
,New York,70-74,Male,White,2010,27,185182,14.58
,New York,70-74,Male,White,2011,24,188489,12.73
,New York,70-74,Male,White,2012,20,194922,10.26
,New York,70-74,Male,White,2013,24,206058,11.65
,New York,70-74,Male,White,2014,20,211362,9.46
,New York,70-74,Male,White,2015,33,216984,15.21
,New York,70-74,Male,White,2016,37,221887,16.68
,New York,70-74,Male,White,2017,38,245360,15.49
,New York,70-74,Male,White,2018,37,253739,14.58
,New York,75-79,Male,White,1999,50,169007,29.58
,New York,75-79,Male,White,2000,65,169726,38.3
,New York,75-79,Male,White,2001,60,170012,35.29
,New York,75-79,Male,White,2002,68,171250,39.71
,New York,75-79,Male,White,2003,56,171480,32.66
,New York,75-79,Male,White,2004,72,170135,42.32
,New York,75-79,Male,White,2005,77,168792,45.62
,New York,75-79,Male,White,2006,72,165680,43.46
,New York,75-79,Male,White,2007,70,162327,43.12
,New York,75-79,Male,White,2008,66,157899,41.8
,New York,75-79,Male,White,2009,50,154203,32.42
,New York,75-79,Male,White,2010,95,152065,62.47
,New York,75-79,Male,White,2011,62,148986,41.61
,New York,75-79,Male,White,2012,67,148715,45.05
,New York,75-79,Male,White,2013,55,149581,36.77
,New York,75-79,Male,White,2014,61,150703,40.48
,New York,75-79,Male,White,2015,76,151376,50.21
,New York,75-79,Male,White,2016,62,154119,40.23
,New York,75-79,Male,White,2017,82,162059,50.6
,New York,75-79,Male,White,2018,81,170604,47.48
,New York,80-84,Male,White,1999,86,104743,82.11
,New York,80-84,Male,White,2000,86,105545,81.48
,New York,80-84,Male,White,2001,110,110602,99.46
,New York,80-84,Male,White,2002,125,113839,109.8
,New York,80-84,Male,White,2003,122,115849,105.31
,New York,80-84,Male,White,2004,122,118968,102.55
,New York,80-84,Male,White,2005,133,120087,110.75
,New York,80-84,Male,White,2006,106,120349,88.08
,New York,80-84,Male,White,2007,117,121814,96.05
,New York,80-84,Male,White,2008,132,122306,107.93
,New York,80-84,Male,White,2009,149,121961,122.17
,New York,80-84,Male,White,2010,137,121785,112.49
,New York,80-84,Male,White,2011,140,120995,115.71
,New York,80-84,Male,White,2012,128,119188,107.39
,New York,80-84,Male,White,2013,141,116592,120.93
,New York,80-84,Male,White,2014,129,113544,113.61
,New York,80-84,Male,White,2015,148,111375,132.88
,New York,80-84,Male,White,2016,147,110255,133.33
,New York,80-84,Male,White,2017,141,112260,125.6
,New York,80-84,Male,White,2018,138,113302,121.8
,New York,85-89,Male,White,1999,79,Not Applicable,Not Applicable
,New York,85-89,Male,White,2000,124,Not Applicable,Not Applicable
,New York,85-89,Male,White,2001,128,Not Applicable,Not Applicable
,New York,85-89,Male,White,2002,144,Not Applicable,Not Applicable
,New York,85-89,Male,White,2003,114,Not Applicable,Not Applicable
,New York,85-89,Male,White,2004,150,Not Applicable,Not Applicable
,New York,85-89,Male,White,2005,139,Not Applicable,Not Applicable
,New York,85-89,Male,White,2006,172,Not Applicable,Not Applicable
,New York,85-89,Male,White,2007,154,Not Applicable,Not Applicable
,New York,85-89,Male,White,2008,156,Not Applicable,Not Applicable
,New York,85-89,Male,White,2009,169,Not Applicable,Not Applicable
,New York,85-89,Male,White,2010,187,Not Applicable,Not Applicable
,New York,85-89,Male,White,2011,189,Not Applicable,Not Applicable
,New York,85-89,Male,White,2012,191,Not Applicable,Not Applicable
,New York,85-89,Male,White,2013,165,Not Applicable,Not Applicable
,New York,85-89,Male,White,2014,199,Not Applicable,Not Applicable
,New York,85-89,Male,White,2015,209,Not Applicable,Not Applicable
,New York,85-89,Male,White,2016,229,Not Applicable,Not Applicable
,New York,85-89,Male,White,2017,233,Not Applicable,Not Applicable
,New York,85-89,Male,White,2018,249,Not Applicable,Not Applicable
,New York,90-94,Male,White,1999,56,Not Applicable,Not Applicable
,New York,90-94,Male,White,2000,64,Not Applicable,Not Applicable
,New York,90-94,Male,White,2001,61,Not Applicable,Not Applicable
,New York,90-94,Male,White,2002,68,Not Applicable,Not Applicable
,New York,90-94,Male,White,2003,92,Not Applicable,Not Applicable
,New York,90-94,Male,White,2004,97,Not Applicable,Not Applicable
,New York,90-94,Male,White,2005,114,Not Applicable,Not Applicable
,New York,90-94,Male,White,2006,88,Not Applicable,Not Applicable
,New York,90-94,Male,White,2007,89,Not Applicable,Not Applicable
,New York,90-94,Male,White,2008,101,Not Applicable,Not Applicable
,New York,90-94,Male,White,2009,109,Not Applicable,Not Applicable
,New York,90-94,Male,White,2010,137,Not Applicable,Not Applicable
,New York,90-94,Male,White,2011,137,Not Applicable,Not Applicable
,New York,90-94,Male,White,2012,154,Not Applicable,Not Applicable
,New York,90-94,Male,White,2013,120,Not Applicable,Not Applicable
,New York,90-94,Male,White,2014,132,Not Applicable,Not Applicable
,New York,90-94,Male,White,2015,180,Not Applicable,Not Applicable
,New York,90-94,Male,White,2016,200,Not Applicable,Not Applicable
,New York,90-94,Male,White,2017,186,Not Applicable,Not Applicable
,New York,90-94,Male,White,2018,194,Not Applicable,Not Applicable
,New York,95-99,Male,White,1999,17,Not Applicable,Not Applicable
,New York,95-99,Male,White,2000,18,Not Applicable,Not Applicable
,New York,95-99,Male,White,2001,15,Not Applicable,Not Applicable
,New York,95-99,Male,White,2002,24,Not Applicable,Not Applicable
,New York,95-99,Male,White,2003,26,Not Applicable,Not Applicable
,New York,95-99,Male,White,2004,28,Not Applicable,Not Applicable
,New York,95-99,Male,White,2005,25,Not Applicable,Not Applicable
,New York,95-99,Male,White,2006,28,Not Applicable,Not Applicable
,New York,95-99,Male,White,2007,32,Not Applicable,Not Applicable
,New York,95-99,Male,White,2008,42,Not Applicable,Not Applicable
,New York,95-99,Male,White,2009,39,Not Applicable,Not Applicable
,New York,95-99,Male,White,2010,32,Not Applicable,Not Applicable
,New York,95-99,Male,White,2011,44,Not Applicable,Not Applicable
,New York,95-99,Male,White,2012,41,Not Applicable,Not Applicable
,New York,95-99,Male,White,2013,39,Not Applicable,Not Applicable
,New York,95-99,Male,White,2014,39,Not Applicable,Not Applicable
,New York,95-99,Male,White,2015,53,Not Applicable,Not Applicable
,New York,95-99,Male,White,2016,68,Not Applicable,Not Applicable
,New York,95-99,Male,White,2017,83,Not Applicable,Not Applicable
,New York,95-99,Male,White,2018,108,Not Applicable,Not Applicable
,New York,100+,Male,White,1999,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2000,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2001,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2002,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2003,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2004,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2005,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2006,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2007,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2008,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2009,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2010,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2011,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2012,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2013,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2014,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2015,11,Not Applicable,Not Applicable
,New York,100+,Male,White,2016,13,Not Applicable,Not Applicable
,New York,100+,Male,White,2017,Suppressed,Not Applicable,Not Applicable
,New York,100+,Male,White,2018,16,Not Applicable,Not Applicable
,North Carolina,35-39,Male,White,1999,Suppressed,236640,Suppressed
,North Carolina,35-39,Male,White,2000,Suppressed,233680,Suppressed
,North Carolina,35-39,Male,White,2001,Suppressed,228244,Suppressed
,North Carolina,35-39,Male,White,2002,Suppressed,222395,Suppressed
,North Carolina,35-39,Male,White,2003,Suppressed,216761,Suppressed
,North Carolina,35-39,Male,White,2004,Suppressed,214190,Suppressed
,North Carolina,35-39,Male,White,2005,Suppressed,214649,Suppressed
,North Carolina,35-39,Male,White,2006,Suppressed,219633,Suppressed
,North Carolina,35-39,Male,White,2007,Suppressed,221733,Suppressed
,North Carolina,35-39,Male,White,2008,Suppressed,221118,Suppressed
,North Carolina,35-39,Male,White,2009,Suppressed,214374,Suppressed
,North Carolina,35-39,Male,White,2010,Suppressed,208244,Suppressed
,North Carolina,35-39,Male,White,2011,Suppressed,195575,Suppressed
,North Carolina,35-39,Male,White,2012,Suppressed,190254,Suppressed
,North Carolina,35-39,Male,White,2013,Suppressed,187095,Suppressed
,North Carolina,35-39,Male,White,2014,Suppressed,186430,Suppressed
,North Carolina,35-39,Male,White,2015,Suppressed,186586,Suppressed
,North Carolina,35-39,Male,White,2016,Suppressed,190742,Suppressed
,North Carolina,35-39,Male,White,2017,Suppressed,191420,Suppressed
,North Carolina,35-39,Male,White,2018,Suppressed,193260,Suppressed
,North Carolina,40-44,Male,White,1999,Suppressed,226579,Suppressed
,North Carolina,40-44,Male,White,2000,Suppressed,228134,Suppressed
,North Carolina,40-44,Male,White,2001,Suppressed,232553,Suppressed
,North Carolina,40-44,Male,White,2002,Suppressed,233421,Suppressed
,North Carolina,40-44,Male,White,2003,Suppressed,233532,Suppressed
,North Carolina,40-44,Male,White,2004,Suppressed,234597,Suppressed
,North Carolina,40-44,Male,White,2005,Suppressed,233357,Suppressed
,North Carolina,40-44,Male,White,2006,Suppressed,231059,Suppressed
,North Carolina,40-44,Male,White,2007,Suppressed,228626,Suppressed
,North Carolina,40-44,Male,White,2008,Suppressed,225927,Suppressed
,North Carolina,40-44,Male,White,2009,Suppressed,222985,Suppressed
,North Carolina,40-44,Male,White,2010,Suppressed,222556,Suppressed
,North Carolina,40-44,Male,White,2011,Suppressed,225357,Suppressed
,North Carolina,40-44,Male,White,2012,Suppressed,224648,Suppressed
,North Carolina,40-44,Male,White,2013,Suppressed,220951,Suppressed
,North Carolina,40-44,Male,White,2014,Suppressed,214679,Suppressed
,North Carolina,40-44,Male,White,2015,Suppressed,206562,Suppressed
,North Carolina,40-44,Male,White,2016,Suppressed,198234,Suppressed
,North Carolina,40-44,Male,White,2017,Suppressed,192923,Suppressed
,North Carolina,40-44,Male,White,2018,Suppressed,190580,Suppressed
,North Carolina,45-49,Male,White,1999,Suppressed,205628,Suppressed
,North Carolina,45-49,Male,White,2000,Suppressed,208565,Suppressed
,North Carolina,45-49,Male,White,2001,Suppressed,214758,Suppressed
,North Carolina,45-49,Male,White,2002,Suppressed,219501,Suppressed
,North Carolina,45-49,Male,White,2003,Suppressed,224116,Suppressed
,North Carolina,45-49,Male,White,2004,Suppressed,226224,Suppressed
,North Carolina,45-49,Male,White,2005,Suppressed,230314,Suppressed
,North Carolina,45-49,Male,White,2006,Suppressed,235187,Suppressed
,North Carolina,45-49,Male,White,2007,Suppressed,238707,Suppressed
,North Carolina,45-49,Male,White,2008,Suppressed,240298,Suppressed
,North Carolina,45-49,Male,White,2009,Suppressed,241576,Suppressed
,North Carolina,45-49,Male,White,2010,Suppressed,240388,Suppressed
,North Carolina,45-49,Male,White,2011,Suppressed,234275,Suppressed
,North Carolina,45-49,Male,White,2012,Suppressed,229607,Suppressed
,North Carolina,45-49,Male,White,2013,Suppressed,225952,Suppressed
,North Carolina,45-49,Male,White,2014,Suppressed,222630,Suppressed
,North Carolina,45-49,Male,White,2015,Suppressed,223007,Suppressed
,North Carolina,45-49,Male,White,2016,Suppressed,228276,Suppressed
,North Carolina,45-49,Male,White,2017,Suppressed,227795,Suppressed
,North Carolina,45-49,Male,White,2018,Suppressed,224502,Suppressed
,North Carolina,50-54,Male,White,1999,Suppressed,190576,Suppressed
,North Carolina,50-54,Male,White,2000,Suppressed,195700,Suppressed
,North Carolina,50-54,Male,White,2001,Suppressed,205503,Suppressed
,North Carolina,50-54,Male,White,2002,Suppressed,202914,Suppressed
,North Carolina,50-54,Male,White,2003,Suppressed,203478,Suppressed
,North Carolina,50-54,Male,White,2004,Suppressed,206800,Suppressed
,North Carolina,50-54,Male,White,2005,Suppressed,211300,Suppressed
,North Carolina,50-54,Male,White,2006,Suppressed,216529,Suppressed
,North Carolina,50-54,Male,White,2007,Suppressed,223183,Suppressed
,North Carolina,50-54,Male,White,2008,Suppressed,228817,Suppressed
,North Carolina,50-54,Male,White,2009,Suppressed,231672,Suppressed
,North Carolina,50-54,Male,White,2010,Suppressed,234055,Suppressed
,North Carolina,50-54,Male,White,2011,Suppressed,237078,Suppressed
,North Carolina,50-54,Male,White,2012,Suppressed,237832,Suppressed
,North Carolina,50-54,Male,White,2013,Suppressed,238937,Suppressed
,North Carolina,50-54,Male,White,2014,Suppressed,239514,Suppressed
,North Carolina,50-54,Male,White,2015,Suppressed,237733,Suppressed
,North Carolina,50-54,Male,White,2016,Suppressed,234688,Suppressed
,North Carolina,50-54,Male,White,2017,Suppressed,230748,Suppressed
,North Carolina,50-54,Male,White,2018,Suppressed,227231,Suppressed
,North Carolina,55-59,Male,White,1999,Suppressed,151317,Suppressed
,North Carolina,55-59,Male,White,2000,Suppressed,155515,Suppressed
,North Carolina,55-59,Male,White,2001,Suppressed,161836,Suppressed
,North Carolina,55-59,Male,White,2002,Suppressed,176220,Suppressed
,North Carolina,55-59,Male,White,2003,Suppressed,184059,Suppressed
,North Carolina,55-59,Male,White,2004,Suppressed,191340,Suppressed
,North Carolina,55-59,Male,White,2005,Suppressed,199848,Suppressed
,North Carolina,55-59,Male,White,2006,Suppressed,207763,Suppressed
,North Carolina,55-59,Male,White,2007,Suppressed,206954,Suppressed
,North Carolina,55-59,Male,White,2008,Suppressed,207303,Suppressed
,North Carolina,55-59,Male,White,2009,Suppressed,210855,Suppressed
,North Carolina,55-59,Male,White,2010,Suppressed,213273,Suppressed
,North Carolina,55-59,Male,White,2011,Suppressed,218377,Suppressed
,North Carolina,55-59,Male,White,2012,Suppressed,222315,Suppressed
,North Carolina,55-59,Male,White,2013,Suppressed,226009,Suppressed
,North Carolina,55-59,Male,White,2014,Suppressed,228523,Suppressed
,North Carolina,55-59,Male,White,2015,Suppressed,231783,Suppressed
,North Carolina,55-59,Male,White,2016,Suppressed,236040,Suppressed
,North Carolina,55-59,Male,White,2017,Suppressed,237031,Suppressed
,North Carolina,55-59,Male,White,2018,Suppressed,237908,Suppressed
,North Carolina,60-64,Male,White,1999,Suppressed,123711,Suppressed
,North Carolina,60-64,Male,White,2000,Suppressed,123916,Suppressed
,North Carolina,60-64,Male,White,2001,Suppressed,128212,Suppressed
,North Carolina,60-64,Male,White,2002,Suppressed,133895,Suppressed
,North Carolina,60-64,Male,White,2003,Suppressed,142721,Suppressed
,North Carolina,60-64,Male,White,2004,Suppressed,149649,Suppressed
,North Carolina,60-64,Male,White,2005,Suppressed,155743,Suppressed
,North Carolina,60-64,Male,White,2006,Suppressed,162066,Suppressed
,North Carolina,60-64,Male,White,2007,Suppressed,177297,Suppressed
,North Carolina,60-64,Male,White,2008,Suppressed,185821,Suppressed
,North Carolina,60-64,Male,White,2009,Suppressed,193359,Suppressed
,North Carolina,60-64,Male,White,2010,Suppressed,199669,Suppressed
,North Carolina,60-64,Male,White,2011,Suppressed,208068,Suppressed
,North Carolina,60-64,Male,White,2012,Suppressed,203634,Suppressed
,North Carolina,60-64,Male,White,2013,Suppressed,203544,Suppressed
,North Carolina,60-64,Male,White,2014,Suppressed,206078,Suppressed
,North Carolina,60-64,Male,White,2015,Suppressed,210281,Suppressed
,North Carolina,60-64,Male,White,2016,Suppressed,215204,Suppressed
,North Carolina,60-64,Male,White,2017,10,219214,Unreliable
,North Carolina,60-64,Male,White,2018,18,223481,Unreliable
,North Carolina,65-69,Male,White,1999,Suppressed,106351,Suppressed
,North Carolina,65-69,Male,White,2000,16,107070,Unreliable
,North Carolina,65-69,Male,White,2001,12,108678,Unreliable
,North Carolina,65-69,Male,White,2002,12,110717,Unreliable
,North Carolina,65-69,Male,White,2003,17,112999,Unreliable
,North Carolina,65-69,Male,White,2004,14,116222,Unreliable
,North Carolina,65-69,Male,White,2005,19,118969,Unreliable
,North Carolina,65-69,Male,White,2006,16,124592,Unreliable
,North Carolina,65-69,Male,White,2007,22,130724,16.83
,North Carolina,65-69,Male,White,2008,15,140022,Unreliable
,North Carolina,65-69,Male,White,2009,14,147427,Unreliable
,North Carolina,65-69,Male,White,2010,21,152027,13.81
,North Carolina,65-69,Male,White,2011,14,157921,Unreliable
,North Carolina,65-69,Male,White,2012,23,173257,13.28
,North Carolina,65-69,Male,White,2013,16,180185,Unreliable
,North Carolina,65-69,Male,White,2014,25,186911,13.38
,North Carolina,65-69,Male,White,2015,28,192857,14.52
,North Carolina,65-69,Male,White,2016,28,199745,14.02
,North Carolina,65-69,Male,White,2017,27,196363,13.75
,North Carolina,65-69,Male,White,2018,22,196900,11.17
,North Carolina,70-74,Male,White,1999,29,90952,31.88
,North Carolina,70-74,Male,White,2000,34,91378,37.21
,North Carolina,70-74,Male,White,2001,30,92092,32.58
,North Carolina,70-74,Male,White,2002,33,92145,35.81
,North Carolina,70-74,Male,White,2003,39,92744,42.05
,North Carolina,70-74,Male,White,2004,26,92999,27.96
,North Carolina,70-74,Male,White,2005,30,95226,31.5
,North Carolina,70-74,Male,White,2006,42,98423,42.67
,North Carolina,70-74,Male,White,2007,35,100811,34.72
,North Carolina,70-74,Male,White,2008,33,103430,31.91
,North Carolina,70-74,Male,White,2009,43,106754,40.28
,North Carolina,70-74,Male,White,2010,42,108620,38.67
,North Carolina,70-74,Male,White,2011,39,113140,34.47
,North Carolina,70-74,Male,White,2012,45,119082,37.79
,North Carolina,70-74,Male,White,2013,41,127853,32.07
,North Carolina,70-74,Male,White,2014,54,134476,40.16
,North Carolina,70-74,Male,White,2015,60,139818,42.91
,North Carolina,70-74,Male,White,2016,75,143938,52.11
,North Carolina,70-74,Male,White,2017,72,158749,45.35
,North Carolina,70-74,Male,White,2018,73,165257,44.17
,North Carolina,75-79,Male,White,1999,63,66579,94.62
,North Carolina,75-79,Male,White,2000,73,67497,108.15
,North Carolina,75-79,Male,White,2001,71,68743,103.28
,North Carolina,75-79,Male,White,2002,82,70171,116.86
,North Carolina,75-79,Male,White,2003,87,71959,120.9
,North Carolina,75-79,Male,White,2004,101,72969,138.41
,North Carolina,75-79,Male,White,2005,93,73775,126.06
,North Carolina,75-79,Male,White,2006,87,75731,114.88
,North Carolina,75-79,Male,White,2007,93,76501,121.57
,North Carolina,75-79,Male,White,2008,83,77524,107.06
,North Carolina,75-79,Male,White,2009,93,77921,119.35
,North Carolina,75-79,Male,White,2010,92,79464,115.78
